theta_dot_1,theta_dot_2,theta_dot_3,theta_dot_4,theta_dot_5,theta_dot_6,theta_dot_7,theta_dot_8,theta_dot_9,theta_dot_10,theta_dot_11,theta_dot_12,theta_dot_13,theta_dot_14,theta_dot_15,theta_dot_16,theta_dot_17,theta_dot_18,theta_dot_19,theta_dot_20,theta_dot_21,theta_dot_22,theta_dot_23,theta_dot_24,theta_dot_25,theta_dot_26,theta_dot_27,theta_dot_28,theta_dot_29,theta_dot_30,theta_dot_31,theta_dot_32,theta_dot_33,theta_dot_34,theta_dot_35,theta_dot_36,theta_dot_37,theta_dot_38,theta_dot_39,theta_dot_40,theta_dot_41,theta_dot_42,theta_dot_43,theta_dot_44,theta_dot_45,theta_dot_46,theta_dot_47,theta_dot_48,theta_dot_49,theta_dot_50,theta_dot_51,theta_dot_52,theta_dot_53,theta_dot_54,theta_dot_55,theta_dot_56,theta_dot_57,theta_dot_58,theta_dot_59,theta_dot_60,theta_dot_61,theta_dot_62,theta_dot_63,theta_dot_64,theta_dot_65,theta_dot_66,theta_dot_67,theta_dot_68,theta_dot_69,theta_dot_70,theta_dot_71,theta_dot_72,theta_dot_73,theta_dot_74,theta_dot_75,theta_dot_76,theta_dot_77,theta_dot_78,theta_dot_79,theta_dot_80,theta_dot_81,theta_dot_82,theta_dot_83,theta_dot_84,theta_dot_85,theta_dot_86,theta_dot_87,theta_dot_88,theta_dot_89,theta_dot_90,theta_dot_91,theta_dot_92,theta_dot_93,theta_dot_94,theta_dot_95,theta_dot_96,theta_dot_97,theta_dot_98,theta_dot_99,theta_dot_100,theta_dot_101,theta_dot_102,theta_dot_103,theta_dot_104,theta_dot_105,theta_dot_106,theta_dot_107,theta_dot_108,theta_dot_109,theta_dot_110,theta_dot_111,theta_dot_112,theta_dot_113,theta_dot_114,theta_dot_115,theta_dot_116,theta_dot_117,theta_dot_118,theta_dot_119,theta_dot_120
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3780670682473465,0.9110723349229893,-0.011397922769151886,0.0024356819838031014,-0.0011025441696095998,0.00026949267441052794,-0.0002057800445516227,2.4680231648337666e-05,2.3643625527475243e-05,-2.5689759041870018e-05,-1.9379413687989286e-05,1.7378684190167187e-05,-1.6340050195356643e-05,-2.6134100676137643e-06,3.342463902686561e-06,-1.015348358514021e-07,7.780345425151046e-07,7.013994078820434e-08,1.6114462772095932e-08,1.8292465174834224e-09,-9.601329459680886e-09,4.6794279983893164e-09,6.999253124178475e-10,-4.6527599947791633e-11,5.4857418222887216e-11,-6.470737095893536e-11,-1.0611583466916804e-11,1.9805954575062154e-12,3.0693407520511087e-13,-1.8928086158170135e-13,-5.933151302677436e-15,1.67133047895592e-14,3.4128510258311782e-15,2.85863563600814e-15,1.6231807680056303e-14,-1.1964767074557493e-14,7.248054397104125e-15,2.1626495223022765e-16,9.027792460758662e-15,6.5840414876723224e-15,3.687803184050625e-15,8.360562515106677e-16,-5.2876511571690666e-15,-8.67135708485694e-15,-1.7143860651955158e-14,8.567478377319553e-15,-4.608055207274479e-15,7.17478425930533e-15,-3.176103092729392e-15,2.3498514578647176e-14,-2.616128566156965e-14,-7.341403593315863e-15,8.604830940367e-15,1.2140690704044022e-14,1.978399999626998e-14,9.598916746207413e-15,3.6666077226692326e-15,1.2127611639075219e-14,-5.1352274998277026e-15,1.2013138598699896e-14,-1.5782971592100213e-14,2.0708796846181306e-14,-1.7624599300858682e-14,-1.1060924130284873e-14,9.871285453040556e-15,-8.332805473080263e-15,1.0249947836055675e-15,2.177589992945539e-16,-2.0725271860689234e-15,1.4800049177283572e-15,-6.360278700351685e-17,-4.7633954115220985e-15,4.791110888383733e-15,-6.392878460382228e-15,7.622956822813232e-15,3.204947681049654e-15,2.496335886644867e-15,2.9624037070776276e-15,-1.0626865368347997e-15,1.7592782833810653e-15,-1.9952297493696567e-15,-1.5014216702981696e-15,2.0557760201217224e-15,4.754160993079245e-15,-9.964633757686182e-15,-6.675739327735696e-15,1.787999363482911e-15,-6.233169270172876e-16,-3.351172189494192e-15,-1.1215037179524812e-15,4.090902689462892e-15,3.3541886403426063e-15,-4.253061051849638e-15,1.069306019423334e-15,3.299163341720006e-15,1.1948500755627427e-15,5.697093594083287e-16,-9.431434021806434e-16,1.0627313307785369e-16,7.376559587250116e-17,-5.214054462768862e-16,2.067542557063465e-15,6.605413402289235e-17,-1.9769184350159512e-15,-5.700796987430412e-16,7.040608039774153e-16,-7.666694740251697e-16,-9.601483827321692e-16,-1.899671703320408e-15,-7.235822437028578e-16,3.427380344451559e-15,-2.0531699110108166e-15,-2.2795287521604518e-15,-2.945959350308704e-16,2.6673588163181536e-16,1.019440716084703e-15,-5.460348623504099e-16,5.028527551156789e-17,-1.1356134339152072e-16,-5.451429870015584e-17
0.9031838727602408,1.8042561794397278,-0.11211127178597548,0.030561505152256283,-0.013760735709593902,0.0033593169738497966,-0.002562777245266513,0.00030734847327105937,0.00029453497846344394,-0.0003200436983285739,-0.0002414195236228735,0.0002164945439679066,-0.00020355800848351815,-3.255802800261855e-05,4.164017595117897e-05,-1.2649056805702283e-06,9.692740580678445e-06,8.738042160082941e-07,2.0075404117965012e-07,2.278876275954025e-08,-1.1961351920292186e-07,5.8296359323714817e-08,8.719438743497027e-09,-5.794069351352633e-10,6.834382802521378e-10,-8.061792609840877e-10,-1.322140657759851e-10,2.446688513417096e-11,3.7222827154249415e-12,-2.4671847114462445e-12,3.7262219449616916e-14,4.2890838076440857e-14,2.3845840663501525e-14,1.6780563766759839e-15,2.681614830074049e-14,-2.5258361738798706e-14,2.083158930472313e-14,1.0423845434582916e-14,1.3174760825604625e-14,1.762878813171017e-14,1.4232220652513805e-14,5.117324578251219e-15,8.997645017904714e-15,-3.4495818582310185e-14,-2.7112914031655426e-14,1.0891295182371785e-14,-1.5933689735475712e-14,2.1462275644879712e-14,3.1291016018681327e-15,2.6207861710784754e-14,-3.2118628756333646e-14,-1.1289934247372932e-14,1.3067585107726267e-14,1.5390514940856813e-14,3.05145625694667e-14,2.0331571802198093e-14,1.277510533015431e-14,2.597439834005707e-14,-1.7183889201133558e-14,2.2677661878156002e-14,-2.8892307736410975e-14,4.1669207358791236e-14,-3.0859928822226415e-14,-2.0131140645990453e-14,2.0479821939296843e-14,-2.078559802626491e-14,-3.5482454922361422e-15,9.957454360655476e-16,5.104007487941789e-16,-4.599123799675462e-15,-1.361000619296072e-14,9.16965819490574e-15,-1.3211018609408616e-15,-3.2280235242723583e-15,9.217577569817003e-15,2.375884260493331e-16,1.1220341251461234e-14,1.1122696266311327e-14,-2.284621414521751e-15,8.843932264450766e-16,-5.154542593799203e-15,-3.762015549017196e-15,-8.599166145716535e-15,-3.489437223347037e-15,-1.1113162188689172e-14,-5.6873195677675185e-15,7.267800669980225e-15,-6.5591112450460734e-15,-2.7909275491520647e-15,-2.2453393885869517e-15,6.464127228037136e-15,5.5959844669232846e-15,-6.451256132098114e-15,2.9751744366214896e-15,5.259087965033486e-15,3.0142545125053153e-15,2.3266472678808638e-15,-2.324343348718348e-15,-1.2587714167563537e-15,-2.1758514870650377e-15,2.94315236593286e-15,-1.636864702390299e-15,7.962257986268067e-16,-4.304823768932609e-15,-2.6467997845069256e-15,7.061701187452583e-16,-1.070190445194817e-15,-1.71491446586804e-15,-3.824433865162309e-15,1.6991987340028175e-16,4.204360650468146e-15,-4.195670925389482e-15,-5.116920052371964e-15,9.68941783970883e-16,5.10921150542567e-16,1.612467411088061e-15,-1.615742882170672e-15,8.974793006242563e-16,-5.42005822755183e-16,3.7145643618381225e-17
1.7221548945403562,2.630999676242025,-0.3405674540273955,0.13580514888040204,-0.05957133594675909,0.014438131013213172,-0.010957318659979088,0.0013136340052362415,0.0012611990273443915,-0.001370902841687691,-0.0010338798640402637,0.0009271174122434867,-0.0008717722761240371,-0.00013946399671757823,0.00017835684592449304,-5.4177557896784425e-06,4.151781309040466e-05,3.742893898473102e-06,8.59917478279422e-07,9.761422890020373e-08,-5.12357066466157e-07,2.497088100536646e-07,3.734917060661195e-08,-2.4819277483455912e-09,2.927383445177597e-09,-3.4532995731088496e-09,-5.663736357299912e-10,1.0468299275490577e-10,1.5898133391843398e-11,-1.0616125716217764e-11,2.633138472624651e-13,2.5037448737291435e-14,3.064734021650478e-14,3.763858679906832e-14,4.0739022054311885e-14,-2.4880423172666342e-14,1.2391249529660932e-14,-1.288531633689877e-14,2.4344104115688275e-14,1.3860716024244265e-14,1.706423954989378e-15,1.2205433359432689e-15,1.2745581747838335e-14,-3.1049979414732275e-14,-2.4423127346046253e-14,6.508001785207852e-15,-1.0569799546243504e-14,2.0774285595583544e-14,1.535994723992202e-14,1.4300989256773955e-14,-3.035550228477475e-14,-1.7586690122803568e-14,1.5230215417569085e-14,2.6693235912062888e-14,5.263032424255539e-14,3.787302368165244e-14,2.304867999257334e-14,3.4302001693680144e-14,-2.26992709431925e-14,3.115933004274826e-14,-3.545307884584919e-14,5.140746752433495e-14,-3.85569966964905e-14,-1.833689596469231e-14,3.07066717713697e-14,-2.4209537596528245e-14,1.1324678045923638e-14,8.900509402477587e-15,-2.816976593944986e-15,2.2633306101935095e-15,-1.3351608321849769e-14,1.2623603668311765e-14,-2.031277688448791e-15,3.72719788662942e-15,2.4217562264378177e-15,-4.479249325017412e-15,2.1508441745365543e-14,1.7827736644478577e-14,-3.6246338035859e-15,1.6120499504287958e-14,-1.722093101043998e-14,-5.542208856859288e-15,-5.745473452126749e-16,3.612040081948368e-15,-6.898800560933893e-15,3.608035902448737e-15,1.5731438420185568e-14,-1.1278037483068559e-14,-3.878593552473879e-15,-1.5237350944924752e-15,8.581674360468553e-15,6.332765435604473e-15,-1.0939574759073017e-14,1.0912982620710738e-15,6.380727158494207e-15,3.429417186989142e-15,3.460196637733804e-15,-6.431106967837887e-17,-6.797337157173131e-16,8.977382230353447e-16,4.210710515434721e-15,-1.550811073679429e-15,1.2844836668019155e-15,-2.815398063688609e-15,-1.526456987946783e-15,8.957832610790587e-16,-1.352369234804242e-15,-2.2815654734499886e-16,-2.4662202896013638e-15,-3.129806518602639e-16,3.859404197219265e-15,-5.019662790805428e-15,-4.035243784610662e-15,-1.7256484329783432e-15,-1.253833510544456e-15,2.1391906560714323e-15,-1.8830235064776435e-15,1.1400262135034364e-15,-4.884165803615859e-16,2.9425124103408795e-16
2.91857701108539,3.136253993553067,-0.5935433997646801,0.38046107793796996,-0.1556576727450122,0.03686230971523458,-0.02755573242706928,0.0033006661675845767,0.003185740784625849,-0.003466295298937944,-0.0026124306496686095,0.002342539234406963,-0.0022030854041807423,-0.0003526588357376666,0.00045092620348279066,-1.3695952124994332e-05,0.00010497408185030484,9.463941684393168e-06,2.1742972874717797e-06,2.4681680292337637e-07,-1.295491959408226e-06,6.313873777869328e-07,9.44371981185744e-08,-6.275524725603552e-09,7.401876058096396e-09,-8.731671951929305e-09,-1.4321021103830023e-09,2.646606220068599e-10,4.0170934719239816e-11,-2.6838700976931262e-11,7.023173987458529e-13,9.43298508968627e-15,1.0042262786698351e-13,6.620772664440094e-14,1.2665178742250577e-14,-1.8103320781992156e-14,-1.7986598588397293e-14,-3.927050749701004e-14,4.564202889479557e-14,3.8835016244710405e-14,3.0671547203025026e-15,9.041906040847178e-15,2.2596628293428206e-14,-2.3452011115509392e-14,-1.3029831360718822e-14,1.1608469955534348e-14,-2.647121862150353e-14,4.340051706347655e-14,2.2216644507649465e-14,1.674389929136658e-14,-3.2354453663922367e-14,8.387770111160115e-15,-1.157395454731683e-14,5.6613194979129445e-14,7.999872451380772e-14,4.9089018700800636e-14,2.2950717894853925e-14,2.992383098411748e-14,-1.7683584482505963e-14,3.2476354283589006e-14,-4.2486874251450794e-14,6.259225327314009e-14,-4.6208163146566483e-14,-2.500018248562346e-14,3.829794410759379e-14,-3.564956244285489e-14,1.0559595710610267e-14,2.020546067984623e-15,-1.3883724801072933e-14,-1.1372180779039197e-14,-3.447355875033285e-14,2.3451640560155092e-14,-1.6883951038510697e-15,-2.762769223384367e-15,1.8910816922517132e-14,5.106267289970369e-15,2.7661335528012588e-14,3.120990319723428e-14,-7.826577630919781e-15,2.2525045588127543e-15,-1.073679566965255e-14,-5.418634172984496e-15,-5.3139292759577246e-15,-2.6240142967748367e-15,-3.3494103909026494e-15,3.8394491046068616e-15,1.1174693171195131e-14,-8.903927788246976e-15,-1.568891616859407e-15,5.743269420307739e-17,6.664650232482773e-15,4.854768964893607e-15,-9.11717549906519e-15,3.994996561329885e-15,5.48743396169655e-15,8.98331825157804e-15,1.0925373717204274e-14,1.3193219679322338e-16,-1.4098086247446264e-16,1.6832649966668516e-15,8.347979332710766e-15,-5.501468870061451e-15,8.333470977284541e-17,1.6028343547380166e-15,7.784635852001034e-16,4.567993269766616e-16,-3.2469782059777297e-15,1.7606112704629166e-15,-1.0295023939777777e-15,7.677019625135328e-16,2.6781599691948232e-15,-1.7992288188757285e-15,-1.0908334163179187e-15,-2.703982659712511e-15,-7.730632220278804e-16,3.435676667916279e-15,-2.658339759440904e-15,6.0897066055407765e-16,8.231218062425378e-17,4.352360527638681e-16
4.236360332447882,2.590603120055023,-0.6647101449420149,0.6380389207338925,-0.23312198387102526,0.0530586308070424,-0.038982938224085224,0.004669913479790448,0.004533973825674768,-0.004938828859728279,-0.00371958756144981,0.0033355206600453567,-0.003137482594588296,-0.0005026704484161824,0.0006426065316707348,-1.9516804764682964e-05,0.0001496133253550408,1.3489322145101201e-05,3.0990939678823978e-06,3.5179526488110404e-07,-1.8465045254900717e-06,8.999360330086737e-07,1.346043601503952e-07,-8.944749393422024e-09,1.0550113044500199e-08,-1.24455449320512e-08,-2.041226119208686e-09,3.772133675122804e-10,5.724846374221953e-11,-3.826051303175244e-11,1.0075784052938102e-12,1.6349340770128472e-14,1.4564629078280848e-13,9.126077300140031e-14,1.0895387386468762e-14,-1.782013650768782e-14,-3.9728319959392865e-14,-4.8615517279840604e-14,6.347913717733918e-14,7.688485182693e-14,1.724385251442543e-14,2.114106450402215e-14,5.25070973761947e-14,-7.800553528936918e-14,-4.470644938465687e-14,1.2118653013092874e-14,-3.254429076700769e-14,5.4853835308134786e-14,1.835765617926046e-14,4.596737557525355e-14,-5.253942576571364e-14,3.65284878754465e-14,-4.1467035681477236e-14,8.49977480079158e-14,1.0401306029866193e-13,4.3643379994476485e-14,1.3164221769052183e-14,4.0857609091528297e-14,-2.894266193097852e-14,3.223991402208874e-14,-3.2120513173503717e-14,6.712424103302051e-14,-6.23932421357229e-14,-3.572203922458825e-14,3.3829844284324285e-14,-2.873851550638171e-14,1.7933787389339474e-14,1.8444434393867425e-15,-2.4781823563297195e-14,-3.895028052311417e-14,-8.4162399298243e-14,9.06960565628041e-14,-3.659230396346687e-14,2.1818672481703016e-14,1.118444050051759e-14,4.207789785632123e-16,1.9764725130028783e-14,2.12072586063444e-14,-5.85094834889941e-16,7.833756688370769e-15,-1.7206423852553664e-14,-1.1445268054156596e-15,-4.638597058048048e-15,3.279125778415354e-15,-7.281384822503848e-15,-5.307092056892989e-15,-3.390317989457149e-15,7.116258942204043e-15,-9.13625662713191e-15,2.0575142549467663e-15,1.0288253562703969e-14,1.1987051604004271e-14,-1.965673439494095e-14,1.3447252700202023e-15,4.837616973113327e-15,7.763993906141842e-15,1.1603391961607155e-14,-5.8583011141551074e-15,5.255073406925675e-15,1.4664104353350793e-15,5.495436756254982e-15,-5.659127686009367e-15,3.9707424386498963e-16,1.7872373615183298e-16,-2.590755103727583e-15,9.746502251855666e-16,-3.0635358308606497e-15,4.847260080467696e-15,2.466447069797849e-15,-5.4194475340964046e-15,8.402838757399658e-15,-1.5840550747888827e-15,-2.6269159438154803e-16,-4.5926229282192305e-15,-5.007759171849095e-16,3.3961657468414353e-15,-2.0832615411189203e-15,-4.528319602703638e-16,9.372437214649803e-16,4.3541806804578266e-17
5.364397121409456,0.4502320303075394,-0.6538991649110452,0.7281878074718345,-0.23477285239174267,0.05182566118079476,-0.03815615780593264,0.00458641606558629,0.004449816849048549,-0.004846803388938111,-0.0036507903044754654,0.0032750295614279086,-0.0030802664617881827,-0.0004937533538710862,0.000631207419260199,-1.917412031067871e-05,0.00014697118256228004,1.3252051148440295e-05,3.0445928671046942e-06,3.456085022266886e-07,-1.8140321597641135e-06,8.841100497393603e-07,1.3223726288590003e-07,-8.787418993048916e-09,1.0364581344879064e-08,-1.2226670237727005e-08,-2.005339249845814e-09,3.7058119905937275e-10,5.6233810148013875e-11,-3.757948054034745e-11,9.858233685592592e-13,8.956510553862074e-15,1.292780565997938e-13,1.1004601830974568e-13,3.437833717170753e-14,-1.8476494477052176e-14,-1.7039052514284286e-14,-1.1767444030488427e-14,4.3436985353221876e-14,9.855518738997912e-14,4.389209605907299e-14,4.470571026751162e-14,7.278358616681528e-14,-1.0053079975247578e-13,-4.865681595671559e-14,-5.655334406287763e-15,-2.582637557330518e-14,5.918753694360819e-14,4.0579490018087886e-14,3.2352270027723845e-14,-4.3506777108047926e-14,4.693298872287262e-14,-5.6057695531418454e-14,6.041934386919111e-14,8.243705016396116e-14,6.557521086667778e-14,3.3627401890139354e-14,5.019029464724553e-14,-3.986353239101184e-14,4.7180911775445266e-14,-6.345572545999484e-14,1.0441402706642136e-13,-6.847640855568394e-14,-2.4114660837620437e-14,2.0141002429644638e-14,-4.704256296728037e-15,5.342939223564564e-14,2.6885032650116448e-14,-3.267768298017477e-14,-2.716064892988629e-14,-7.449950759195624e-14,6.469848752086012e-14,-2.391426889627016e-14,-2.4686112607984954e-14,5.09988772839656e-14,4.213658301359369e-15,2.5612544215884437e-14,2.1335215590992424e-14,2.1020327368403808e-15,2.879025267100045e-14,-2.91832717504374e-14,-6.2175008705530455e-15,2.0333649020758526e-15,1.2062967938780129e-14,-1.2398133810717727e-14,-2.788156980660553e-15,-4.423137908828539e-15,1.4077688400152204e-14,-1.6100440235031967e-14,2.4715815058871407e-15,1.695877671276147e-14,2.5425436316126365e-14,-5.1878008456695724e-14,-2.2267372141906543e-14,-2.3118219349932787e-15,8.089228214965578e-15,2.113615247327905e-14,-7.497406892346435e-15,1.0255797724559371e-14,-2.323516407792721e-17,3.607898787209716e-15,-2.0328090576646015e-15,-6.506265214054608e-15,1.1395110341930843e-14,7.494404213113863e-15,-1.9354077867588624e-16,-5.545962696956555e-15,3.2954728193628956e-15,-2.804838820433387e-16,-6.823252185268012e-15,1.2901060758965286e-14,-2.806266978006427e-15,-3.4238717780426e-15,-3.4058452744727624e-15,4.2723786603170104e-16,4.34681409535027e-15,-2.6963320129525622e-15,-6.314334635399981e-16,1.636340080676264e-15,5.782096632101371e-16
8.099587715317945,-4.5343487517554735,-0.22367257964278267,1.9115930786069992,-0.3920641013798298,0.0741464445126194,-0.051152746670018505,0.006109839824685784,0.006052422120612723,-0.006617886903303892,-0.004971892088246215,0.004458035904990633,-0.004196050118639787,-0.0006739178013179171,0.0008609421141322494,-2.6139177056435656e-05,0.00020050722036192117,1.8080993778994866e-05,4.153920005850606e-06,4.715321682945117e-07,-2.474988414079329e-06,1.2062425728827422e-06,1.8041911280345192e-07,-1.1989185185329408e-08,1.414104954912678e-08,-1.6681610387721154e-08,-2.735966895408024e-09,5.05519780331293e-10,7.671841518723668e-11,-5.1325779268757183e-11,1.4288510437823644e-12,-4.026532642290891e-14,1.9183130389614591e-13,1.1592750326622424e-13,1.505132623165759e-14,-1.9614729630013707e-14,9.770123404390366e-15,4.5501394010323234e-15,7.558744665406536e-15,1.1128715967663454e-14,-2.422633741940967e-14,-6.276815748726351e-14,6.790081774676608e-14,-7.576036315532509e-14,-2.363365516758112e-14,3.4534905026286195e-14,-1.2476296192259684e-13,2.1078620905609414e-13,1.7273686483557057e-13,-6.142818017132868e-14,-1.8159275836188653e-14,5.0670429654451564e-14,-4.644828172158499e-14,7.517703796873612e-14,8.966515230297911e-14,6.221923331182786e-14,3.957960256900277e-14,4.9243836954523043e-14,-4.680233691357736e-14,4.548796612562306e-14,-3.7727217260131815e-14,8.783949098056309e-14,-7.837925548899755e-14,-3.6724969616595855e-14,5.469906444209075e-14,-1.7302393656050316e-14,4.839570206502109e-14,7.505080017638982e-14,-6.432843356071028e-16,-3.087130682642098e-14,-1.2964743457808364e-13,1.0319447351701816e-13,-1.3439944375744783e-14,-1.7621993397563552e-14,5.394360902239713e-14,1.7633076654094115e-14,2.1799950098051096e-14,1.8470098224160134e-14,-7.999939365800829e-15,9.085329110895465e-15,-8.393238978316852e-15,-9.70603263161207e-15,-3.912485538917687e-15,9.413872125971783e-17,-6.10202625198479e-15,-4.734670471958541e-15,-2.983713257913746e-14,5.279881806645289e-14,-2.980148837686958e-14,1.2597369383486306e-14,2.1584891764205873e-14,2.629084087626755e-14,-5.311335927544055e-14,-1.576993844729287e-14,8.538139116069458e-15,1.1923316818548686e-14,9.700662231618924e-15,2.5208625902659077e-15,-2.465005866047364e-15,-3.966145980955023e-15,-1.1841791936991118e-14,1.8429670219871415e-14,-1.3207163287521198e-14,5.200230138042713e-15,-4.195091608603032e-15,3.5680347692220294e-16,4.819723415961111e-15,-2.9625350341413244e-15,-4.761214656481499e-15,4.322078975281177e-15,6.840974240438204e-15,-6.1579851047558095e-15,-1.4579142540015396e-15,-8.516200006471169e-15,-2.0540336216032853e-15,8.815520307624952e-15,-6.469948385508148e-15,1.0135901206012449e-15,-1.2865875922873956e-15,-6.825758945476471e-16
7.281559754178854,-0.6035222811186022,-6.9304259562151085,12.48227998739009,2.754692737320167,0.16036517933592845,-0.09989498116297124,0.011700512368479578,0.012204665613944636,-0.013469408711729074,-0.010055657613588504,0.009002729861265713,-0.008489641009750996,-0.0013691069648255143,0.0017462373188115608,-5.294219096573064e-05,0.00040686643587926565,3.669532181522555e-05,8.429862449676114e-06,9.569052712498138e-07,-5.022659303515711e-06,2.447910016055145e-06,3.661373768100814e-07,-2.4330486761940695e-08,2.8697406618912508e-08,-3.385311302193533e-08,-5.552377076955823e-09,1.0259571728006167e-09,1.5567667592361945e-10,-1.0418118812766531e-10,2.8092333394856023e-12,1.242651797244697e-13,5.340580186165412e-13,1.5198372558220326e-13,1.2254097070859419e-15,-1.0286051877245127e-13,6.217808603487955e-14,-3.562944973229199e-14,3.137789600940383e-13,2.515070180014776e-13,-5.2614542499196557e-14,-1.652259215054053e-14,1.1632116047452346e-13,5.6740761052673595e-14,2.187652636720579e-13,-5.67580305595356e-15,-2.5223271690524777e-13,2.8935127861349726e-13,1.8883919519132043e-13,-5.599431908231203e-15,-4.9931661096874056e-14,1.0884545752361943e-13,-1.206642191694099e-13,1.1376812184435537e-13,1.3351277531151003e-13,8.818267734494487e-14,-2.3137388055873355e-14,-9.359432484262821e-14,1.2538619478513715e-13,-2.7634025324621793e-14,5.120935530102806e-15,-4.288174679631604e-15,-3.241739281070439e-14,-3.7821375362428595e-14,2.4661258195123388e-14,5.346746986925897e-15,-2.658344351322266e-14,1.1122259916076383e-13,1.0911449583702817e-13,-2.2136778523687698e-14,-1.2041206150614087e-13,1.5101481964029931e-13,-4.903813284320314e-14,-5.688115909881838e-15,4.9652643783164243e-14,7.554546198252716e-15,1.8250391717275196e-14,-6.446525383294447e-15,1.233587350018594e-14,1.2462892058731357e-14,4.0356776196967566e-16,9.189657866677767e-15,3.308862533351628e-14,4.711342228690995e-14,-1.36059623609969e-14,-5.872102133931954e-16,-3.7946641294672937e-14,3.470432734475631e-14,-3.907873043554973e-14,-2.5419236052311736e-14,2.1214708394160283e-14,1.6887101464896203e-14,-1.1589312305423564e-14,3.484225131770156e-14,3.764693526764529e-14,8.168492554790004e-14,6.626360274491682e-14,5.555853309463931e-15,-5.670698206698853e-15,-1.97773235601126e-15,2.4365424892158796e-14,-1.157595961314206e-14,3.0929428551557866e-15,-1.2619004142781364e-14,-1.3850662117823706e-14,6.541995804505434e-17,1.5064287562633785e-14,-1.091729679025582e-14,-4.8952908589239635e-15,2.6676692240107123e-16,7.039700960952618e-15,-1.9708662307539803e-14,-1.962391565292326e-14,5.6679871701409345e-15,2.5070273701295133e-15,4.4986243320925645e-15,-5.979448770301013e-15,-1.558486113061535e-15,8.406178479183024e-16,1.6995411636075117e-16
-1.1370042000258835,3.4368108772923316,-5.142934329220017,10.021439403917505,15.447138481936303,1.9133086463193865,1.7140815302858463,-0.1636045525147401,-0.2776085392687208,0.3278475486154879,0.2338084462800981,-0.20643564790431002,0.19753316182812095,0.03269299527262992,-0.041215515714244415,0.0012348054490736338,-0.009628218933091787,-0.0008688667577009523,-0.00019950879447726318,-2.2645223543630036e-05,0.00011886694894116571,-5.793275226062102e-05,-8.665172039645008e-06,5.758249291459217e-07,-6.791624262085892e-07,8.011848342728865e-07,1.314066138912983e-07,-2.4283440749310205e-08,-3.68436773179344e-09,2.463034379964957e-09,-6.760700732738065e-11,4.682591474106241e-12,-7.572322020873845e-12,-6.303961773701771e-12,8.792718491599395e-13,-3.5855837125293545e-13,-4.596743943807764e-14,1.3274271371374808e-13,2.580893970728406e-13,4.560226766026128e-13,1.546294233547127e-13,1.0410805489735804e-13,5.003341072870017e-14,2.1621484788751094e-14,7.142622289209952e-15,1.2449590702015802e-13,-1.9187845735798625e-13,2.3587129505297857e-13,-5.269890053700174e-14,2.545401897068057e-13,-1.0959963461039794e-13,2.917503965459397e-13,-3.0809518593459443e-13,1.2962070573444927e-13,1.6275595655804576e-13,2.2827014276743815e-13,6.33399616861844e-14,-1.6221493997931543e-13,1.8054171950737825e-13,-1.3174362561697026e-13,1.3770619645997326e-13,-4.321923420439867e-14,-1.8910421864303653e-13,-1.8340867519979458e-13,1.155884925889112e-14,7.755295106723041e-14,-4.7865957719897515e-14,1.8557645656693387e-13,1.9334576666276544e-13,-1.4716227003272855e-14,-1.495906492674106e-13,2.2029882532188828e-13,-3.291827790525695e-14,4.028999165981567e-14,-9.902127760455917e-15,2.6537393704014897e-14,3.870614537426893e-16,-5.962957969134467e-14,-6.514323420728544e-15,8.556636178044742e-14,-2.0235007250889398e-14,2.7026527655294826e-14,1.1075482346770974e-13,1.190346699059047e-13,5.3741877609424366e-14,2.7972779393222036e-14,-1.4993981282798527e-13,1.486186737464978e-13,-1.1056940753277925e-13,-4.339101918129027e-14,4.056509870031505e-14,2.9763471614789814e-14,-7.759997323329099e-15,5.553715208862953e-14,5.975092671870557e-14,1.1951432200288464e-13,1.0707839973951392e-13,1.3005869983679626e-14,4.255249071814421e-14,3.958910619333705e-14,-7.121651414152679e-15,4.570129740169083e-14,-2.6365447406528242e-14,4.221717890037647e-14,4.577684369280462e-14,-1.3936991456797036e-14,4.370763449352926e-14,-4.441268597421579e-14,-1.2781293991935525e-14,-5.951574421273657e-16,2.9558502331182363e-15,-2.8074574785179257e-14,-1.9844694669418025e-14,-4.445447286710043e-15,-7.105376601721494e-15,7.450622101024523e-15,-1.0078792725264859e-14,-5.7181848810666836e-15,9.232776930656442e-15,7.436877924612273e-16
