theta_dot_1,theta_dot_2,theta_dot_3,theta_dot_4,theta_dot_5,theta_dot_6,theta_dot_7,theta_dot_8,theta_dot_9,theta_dot_10,theta_dot_11,theta_dot_12,theta_dot_13,theta_dot_14,theta_dot_15,theta_dot_16,theta_dot_17,theta_dot_18,theta_dot_19,theta_dot_20,theta_dot_21,theta_dot_22,theta_dot_23,theta_dot_24,theta_dot_25,theta_dot_26,theta_dot_27,theta_dot_28,theta_dot_29,theta_dot_30,theta_dot_31,theta_dot_32,theta_dot_33,theta_dot_34,theta_dot_35,theta_dot_36,theta_dot_37,theta_dot_38,theta_dot_39,theta_dot_40,theta_dot_41,theta_dot_42,theta_dot_43,theta_dot_44,theta_dot_45,theta_dot_46,theta_dot_47,theta_dot_48,theta_dot_49,theta_dot_50,theta_dot_51,theta_dot_52,theta_dot_53,theta_dot_54,theta_dot_55,theta_dot_56,theta_dot_57,theta_dot_58,theta_dot_59,theta_dot_60,theta_dot_61,theta_dot_62,theta_dot_63,theta_dot_64,theta_dot_65,theta_dot_66,theta_dot_67,theta_dot_68,theta_dot_69,theta_dot_70,theta_dot_71,theta_dot_72,theta_dot_73,theta_dot_74,theta_dot_75,theta_dot_76,theta_dot_77,theta_dot_78,theta_dot_79,theta_dot_80,theta_dot_81,theta_dot_82,theta_dot_83,theta_dot_84,theta_dot_85,theta_dot_86,theta_dot_87,theta_dot_88,theta_dot_89,theta_dot_90,theta_dot_91,theta_dot_92,theta_dot_93,theta_dot_94,theta_dot_95,theta_dot_96,theta_dot_97,theta_dot_98,theta_dot_99,theta_dot_100
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.07941392195354684,-0.9619132010074437,-0.06388506716311551,0.019108713803176247,-0.008382956747732305,0.004322616467984464,-0.0004822328290295522,0.00018390274363906472,-0.00029098807083984457,-1.3757300217246163e-05,-1.1329770193796877e-05,2.4558355397281118e-08,8.386927730261053e-06,-4.23686250772743e-06,1.1634436578838819e-06,-1.9020345586618466e-07,-4.6979741568382826e-08,5.376485775172538e-08,-2.12536021116738e-08,1.68000681756684e-09,1.024197073479933e-09,-8.711750385564846e-10,-1.7743723439618739e-10,3.31842648446892e-11,1.3691896758425334e-10,1.329210934023776e-10,-2.8845277164286736e-11,-2.3404353830796937e-11,1.0476743601772425e-11,-3.763686946469344e-12,5.107755102405018e-13,5.427238175550125e-14,-2.201713670923376e-13,3.170142407085904e-14,3.953686516772834e-14,7.33457684703624e-15,-1.4689774251699875e-14,1.9176343610350043e-14,2.288109645157249e-16,-7.765908639784432e-15,2.140098642131771e-15,1.0380023845230281e-15,-2.8372286228981365e-15,-2.2539590361873566e-15,3.010684301154003e-16,7.02460642211308e-15,-3.3841618587717493e-15,-7.864679852975781e-15,-1.3254808235252157e-15,2.3382956702782018e-15,2.8602062305126995e-15,-5.378464610070567e-15,9.78879861580305e-15,-5.944198349977943e-15,4.425532529549528e-15,-1.5274340305898636e-15,-6.576622734110668e-16,8.717340708169762e-16,7.396934462648742e-16,9.09799129930978e-15,-1.2744231733606312e-14,2.6359158646540368e-15,-1.2696221986235483e-15,5.830378100060577e-16,2.5947284823606443e-15,1.649441078160773e-15,-1.6828834670284543e-15,7.674521553037808e-16,-3.6302566637057614e-15,1.5899793186931107e-15,6.302237518585961e-16,-4.08281045022002e-15,4.300339217676372e-15,2.2600813869742104e-15,-4.8001971553016745e-15,-1.1479608711937008e-16,2.0285680702740867e-15,1.3276704862186314e-15,-4.645823242517429e-16,3.279825788699882e-16,-2.21275286187895e-15,2.6666736309852925e-15,1.1024619682410824e-15,-4.785813134022008e-15,2.0735974621861766e-15,2.128344428177099e-15,-3.7115292668111204e-15,2.5493894311035564e-15,1.573059061818802e-16,-7.806962986708508e-17,9.878836648830077e-16,-2.485825934618866e-17,-1.2020114455622909e-16,-1.5334648379405011e-15,1.1836390913516808e-15,6.604353374719411e-16,-6.236217280974893e-16,-3.894657960290734e-17,4.9477857695676155e-17,-1.9301345256135434e-17
0.007297140119677956,-1.9661954762136724,0.012236772594443952,-0.009868431126666537,0.004177259866840302,-0.0021284757834704516,0.00023606345580441345,-8.9752325763108e-05,0.00014191139767070202,6.713699431076999e-06,5.527289469549735e-06,-1.1949359265577533e-08,-4.091607239401787e-06,2.066979104813273e-06,-5.675967615023426e-07,9.279283739934888e-08,2.2919582349211542e-08,-2.6229785983451532e-08,1.036879806458298e-08,-8.195940734024479e-10,-4.996901178363862e-10,4.250309955610162e-10,8.654523029807148e-11,-1.615529791348147e-11,-6.682120010156435e-11,-6.48221353311604e-11,1.406123951586238e-11,1.1415792926939782e-11,-5.11927491570686e-12,1.849401326613497e-12,-2.5086120100165927e-13,-1.5586335946505215e-14,8.897650011360723e-14,-3.031655092947171e-15,-2.0657289216914174e-14,-1.4142351702442518e-14,-1.1803643406761166e-14,3.185853415791953e-14,-3.121199714112587e-15,-1.9789604552912065e-14,8.698128812721265e-15,5.21325289838129e-15,-7.142164876333026e-15,-7.747833893561409e-15,1.7283369906102777e-15,1.5034124301816118e-14,-6.340851344743523e-15,-1.2109595604649242e-14,-2.3921136234861356e-15,-1.0157011147980275e-15,4.532440055711307e-15,-1.0216207621490561e-14,1.9734363794270817e-14,-3.722708727186955e-15,1.3864318788431112e-15,-4.0935623860266975e-15,-1.589496719216251e-15,4.760701284534134e-15,-1.2116548836728971e-15,1.599665763677656e-14,-1.9980161845436365e-14,3.2138773089157053e-15,3.2275580923844018e-15,-6.023763700731311e-15,1.5515130775762615e-16,4.260082765356985e-15,-1.2131429627669776e-15,1.1216888988535627e-14,-1.1903803555497529e-14,6.030700362150965e-16,-1.7232937417201486e-15,-2.5799398839477624e-15,6.966450289479503e-15,1.4252477254306933e-15,-4.145964705776985e-15,-2.3485417783535303e-15,4.499432454725724e-16,1.7490514041086501e-15,2.230477902722967e-15,7.908179437445591e-16,-3.4791171831492776e-15,2.3953307481317522e-15,6.874680729440921e-16,-4.179443151848364e-15,1.1463777683721523e-15,1.7213578001244858e-15,-1.9895198551554675e-16,-7.475178162266323e-16,8.756302689001254e-16,-1.3175361926871128e-16,9.449855562084712e-16,1.5557125257219055e-15,-1.1932732928212176e-15,-2.4328514031911725e-15,2.0448855101921993e-15,6.701643113951093e-16,-4.14223109018106e-16,-9.645028193028308e-17,-2.708709931950689e-16,-1.715536662339549e-16
0.4973960306039838,-3.1662105679801553,0.3742788423640555,-0.20219025644514232,0.08918933317424553,-0.04622618659380001,0.00518472616711187,-0.0019788581800840887,0.0031313791862179956,0.00014795073891856072,0.00012185184066949117,-2.643916654091959e-07,-9.020127702870095e-05,4.556725568907819e-05,-1.2512729359578258e-05,2.045617311033799e-06,5.052617787416359e-07,-5.782349316634112e-07,2.2858000696853249e-07,-1.80681765183191e-08,-1.1015292544110548e-08,9.369509879962645e-09,1.9081764716247313e-09,-3.5670453511563133e-10,-1.4726406378149883e-09,-1.429427200260186e-09,3.101483419815323e-10,2.517338929077707e-10,-1.127316720058441e-10,4.048969734655341e-11,-5.464598350890315e-12,-5.480793166989987e-13,2.27391125363931e-12,-2.522937657172768e-13,-4.5007689725481647e-13,-7.862619254577948e-14,-2.2851401244553575e-14,3.8367861321040026e-14,-8.355659180565139e-15,-2.938447838497261e-14,2.4464112342910267e-14,-1.36339012992032e-15,-1.1087153390230123e-14,-2.0732940234989187e-15,4.5488603640642345e-15,1.285278761164085e-14,-5.555055539067324e-15,-1.777750068357104e-14,-9.482679734214942e-15,6.47595794375707e-15,1.7180273283822423e-14,-3.307777612207919e-14,4.283876304350383e-14,-1.3206653033540507e-14,7.415447347330196e-15,-7.481740477036856e-15,-6.237459877451394e-16,6.842218520989976e-15,-3.0843823128180543e-15,1.5656865029702802e-14,-1.4624380737096713e-14,-1.4128060987452989e-15,-3.3240284928319806e-15,-2.160659058490655e-15,1.156387072790887e-15,8.098495669549009e-15,-5.583425064093174e-15,1.0868871743748899e-14,-1.4298660936850483e-14,6.600173170254469e-16,-3.682889964293726e-15,8.036287676449524e-15,-5.202354863743177e-16,5.745162186307162e-15,-4.090512946095793e-15,-7.57242407527135e-15,3.382654129672397e-15,3.036317434708013e-15,2.863139688343358e-16,-5.173128981754673e-16,-3.0298336284774708e-15,5.005484302199013e-15,-1.4325358614238276e-16,-2.197447218343924e-15,-1.86481218082327e-15,1.8917902029679025e-15,1.3077032694114119e-15,-3.391409372440801e-15,2.7342081936500766e-15,-2.722591688588513e-16,1.1002710031755604e-15,2.4469074389938933e-15,-2.6733319402835415e-15,-1.7155550385964817e-15,2.3112327400983033e-15,2.2265567800187843e-16,-5.304441729649576e-16,-1.862073936837257e-16,-2.0657004562924347e-16,-2.9280616742933287e-16
2.1864613711242074,-5.340166255223463,1.1954050141896373,-1.1558421061420718,0.5788584171044535,-0.32382317832510826,0.03856365958072021,-0.014989283780265464,0.023801200870492503,0.0011156734081959271,0.00092047487635934,-2.0343482818652482e-06,-0.000681369478845305,0.00034419891986927606,-9.451105070420519e-05,1.5450534995055357e-05,3.816214947554601e-06,-4.367380504793132e-06,1.7264531295906467e-06,-1.3646805844604027e-07,-8.319772141080355e-08,7.07671995418677e-08,1.4412541761251857e-08,-2.6943971367695154e-09,-1.1122637306394581e-08,-1.0796545768054553e-08,2.3426672214591774e-09,1.901283723345847e-09,-8.514431369318878e-10,3.057416220763754e-10,-4.117162915956003e-11,-4.227867208223464e-12,1.7279363487270946e-11,-2.0263744578835843e-12,-3.524769613561587e-12,-3.8753883061492266e-13,-1.7861203588185228e-13,1.237195910562894e-13,-1.0602826096455401e-13,-6.914181216691376e-15,4.7571721308232106e-14,-1.9800748633558047e-14,-1.6086267886404267e-14,6.6931678914823085e-15,5.76218367085853e-19,1.0978152585551188e-14,2.621202182733865e-15,-1.9649653877192036e-14,-1.8496875968038692e-14,8.285573507176688e-15,2.7833601814869815e-14,-4.7531014116078485e-14,5.756627210018174e-14,-3.751809311368452e-17,-1.3344606123797168e-14,-1.6194980156777157e-14,7.817222617625667e-15,4.4618495376658645e-15,4.619321448546852e-17,6.659586344763054e-15,-1.4820540430794423e-14,1.3694684809632277e-14,3.5110009462706994e-15,-1.1127744086062023e-14,-6.044242764072508e-15,9.749383432410106e-15,-4.769665442921369e-15,1.1008400608837963e-14,-1.3438361952607853e-14,2.4041107611040217e-15,-7.940558789872806e-15,2.07723186954026e-14,-1.3554938042377097e-14,4.299166208567539e-15,1.1165881731675276e-15,-5.996377145257135e-15,5.4948408187436095e-15,1.1770325937875721e-15,-4.423889415898913e-15,-3.650174912393085e-15,-1.1873463992487141e-16,7.174257894905552e-15,-1.3862135066618724e-15,-3.799363311248716e-15,-3.8040458079373495e-15,3.913985064723843e-15,3.516464423731613e-15,-4.460228226060554e-15,9.644456892844368e-16,2.087217870786463e-15,4.753585936150354e-16,2.0729859525980386e-15,-2.9421403175081e-15,-1.2854636539143903e-15,2.551882382976143e-15,9.064799286496584e-16,-1.6645160338187256e-15,-3.5259927067991165e-17,2.4411757944910525e-16,-6.626946480707814e-16
4.357282883307258,-4.223324605705898,-1.8587998529996865,-5.7209209001306505,4.531402655272106,-3.9073153486493766,0.6620349401700087,-0.329271298410812,0.549262719692791,0.022403102352646528,0.01900103336862247,-5.374439284802386e-05,-0.01405985432994743,0.007098932204470273,-0.001947417579314003,0.000318231745076856,7.859429210592217e-05,-8.99464563146992e-05,3.5556165406621074e-05,-2.810525365063627e-06,-1.7134327950164018e-06,1.457430412221125e-06,2.9682208522489405e-07,-5.5491240998177964e-08,-2.2906648440539625e-07,-2.223524574845719e-07,4.8246820614556414e-08,3.9156070187586477e-08,-1.7535111155005014e-08,6.2964107959846445e-09,-8.477235790896253e-10,-8.733691539029662e-11,3.5618040592904987e-10,-4.1820311382550944e-11,-7.240683518812081e-11,-8.250334950829504e-12,-2.9458905263656457e-12,1.8716385632335087e-12,-2.456046334885502e-12,6.56264513720762e-13,2.284689649630394e-13,-2.032649399865583e-13,1.2808809629552914e-14,1.1173298474546634e-15,6.9541328697197464e-15,3.8222717594392116e-15,3.892000374516515e-15,-4.5182903036613364e-15,-6.581121570508635e-15,-5.073724364767418e-15,3.0947276101348004e-14,-9.729499174350245e-14,1.1110867067563452e-13,4.103460925461194e-14,-6.444404023635876e-14,-3.7459499916410494e-14,3.440068725987511e-14,8.344070972884519e-15,-2.0112432328802485e-14,-2.3539334921268034e-14,6.643756077372424e-14,-4.048636634097906e-14,8.722474143094855e-15,-2.6797792364367418e-14,1.4676382935225058e-14,-9.51235546100056e-15,2.646128446996181e-14,1.0837465487760018e-14,-8.79888132025538e-15,-1.2005094582806044e-16,-2.868047675402516e-15,2.235656390353935e-15,1.8411617565322682e-15,-2.7788158650862237e-15,6.932077853755291e-15,-1.3578767075432133e-14,7.320870271767516e-15,5.073139216520548e-15,-7.533639978943532e-15,-2.3660767767008064e-15,-7.384880951618363e-15,1.852445066356647e-14,-1.2956096869272214e-14,1.7831457383415712e-14,-1.604325677385457e-14,4.644646847742778e-15,1.3390735957860086e-16,-1.1425445204095966e-14,1.4636862066623038e-14,-2.8829127969787265e-16,6.889189989143591e-15,-3.324098907560957e-15,-9.579677203326284e-16,1.7241461409236332e-15,5.964590236432737e-16,2.1443341563501827e-15,-7.117723373315262e-15,-9.763217025859694e-17,2.858118774030293e-15,-1.2630446228270034e-16
0.05685446742431458,4.620570694440535,-5.3601744189922,-2.5007383642693672,2.8631183552179427,-5.728737095513587,-0.16057853865774843,-2.0005734266950714,3.614824719839984,-0.001770391756799695,-0.04688269806166559,0.0005064469881941411,0.034680708791525766,-0.017459995282324548,0.0047436880682053895,-0.0007715634825410374,-0.00019029762620443818,0.00021782330905585918,-8.610110999868275e-05,6.805271413676779e-06,4.148717250706154e-06,-3.5288664660787075e-06,-7.186919064710164e-07,1.343610928535468e-07,5.546358761676951e-07,5.383797958690215e-07,-1.1681943206751562e-07,-9.480808581922318e-08,4.245748510273999e-08,-1.524545800077492e-08,2.052673734989849e-09,2.1138687594441298e-10,-8.620696806858866e-10,1.008075820067865e-10,1.7529321827925874e-10,1.9975967710397706e-11,7.28931086181827e-12,-4.518095284272056e-12,6.075642607097883e-12,-1.806295412961428e-12,-4.4708948281676366e-13,4.575833871541984e-13,-8.309703410468598e-14,6.772995292346785e-14,5.3399412677738055e-14,-8.146909718981703e-14,8.974682415253322e-14,-7.695029594200886e-15,-8.4781046369072e-14,7.454728776363323e-15,4.60441153926532e-14,-1.1858297255982907e-13,1.3651198433524547e-13,6.27469418243269e-14,-3.2869157292419185e-14,-5.887995671379238e-14,-3.261380213125823e-14,5.740424896885563e-14,-3.473096116685435e-14,-5.590990435368156e-15,5.3497575297280914e-14,-3.4901923998276795e-14,2.9847212195688904e-14,-4.8040649804119286e-14,2.2241463783506637e-15,-1.3329756980641308e-15,2.8031942463081157e-14,2.7459152327156564e-14,-1.9620240930335074e-15,-1.6155696964872086e-14,5.8758317120227896e-15,-5.2441530375399744e-15,-1.4064166185114886e-14,1.69414135279103e-14,-8.148241611737195e-15,1.1737121784072166e-15,8.817275615904236e-15,3.716476753537408e-15,-7.165157149287044e-15,-8.861702620784122e-15,-6.32780879209917e-16,1.413303604169002e-14,-3.2453797032534625e-14,4.8547705011365077e-14,-2.421912000424931e-14,-4.162277826001077e-15,7.29660937589881e-15,-2.1357878708417626e-14,2.719323290153294e-14,-7.928336551389252e-15,1.2019243002227481e-14,-1.4841503080177422e-15,-4.424488234274827e-15,8.391614929502939e-16,3.558654633880616e-15,-3.381542077598137e-15,-4.631406357033687e-15,-2.128647412171251e-15,4.312536081264711e-15,6.58049896670817e-16
-2.264540239917826,4.317819586470139,-1.1984457401462807,-1.7927846322145582,-3.7025049274567667,-2.409387245247207,-2.147058268140644,-4.371105794104655,5.683239018604639,0.48478190829726747,-0.784873473369556,-0.019292648001159856,0.6253004098417373,-0.32352891792823096,0.09260915647489523,-0.015418035387960893,-0.0038242984119340666,0.004374570524224273,-0.0017298559970720694,0.00013679235791629507,8.340157364193769e-05,-7.094030927876312e-05,-1.4447939285596709e-05,2.7010454172246987e-06,1.114986015075825e-05,1.0823067604253802e-05,-2.3484261810474057e-06,-1.9059319546129197e-06,8.53525915417751e-07,-3.0648078055574133e-07,4.126483468649117e-08,4.249665335555333e-09,-1.7332909086887863e-08,2.030542646235389e-09,3.52463843197266e-09,4.0094819175482365e-10,1.459318800632384e-10,-9.116287405974666e-11,1.213283019502889e-10,-3.5285159588217044e-11,-9.482250230859083e-12,9.762120761554749e-12,-8.945892141893539e-13,3.392720750996575e-14,2.7918907798701267e-14,-1.0281530075668206e-13,1.1696001231894097e-13,-2.3345012736126035e-14,-7.658397550915257e-14,-5.012467085371264e-15,3.882888598015692e-14,-1.0956326204410117e-13,1.6323113117922363e-13,3.617202792393511e-14,-1.6765026143323834e-14,-6.298808694584584e-14,-6.056824610900491e-14,8.764483443694297e-14,-4.214888037005548e-14,-2.0279743279553036e-14,7.118416832454224e-14,-4.904026542420857e-14,3.003976388405188e-14,-3.95966770316627e-14,1.0615242670962983e-14,-3.5137299348939964e-14,5.625007581189718e-14,2.154288416016909e-14,2.5502274591153196e-14,-1.3841275562466882e-14,-1.0299957295781827e-14,4.31773407663742e-15,-1.0797744234206452e-14,5.99137031771223e-16,5.171038011466978e-15,1.8834129934343897e-14,-3.159171718800359e-14,-1.280153089753746e-14,9.435045707302405e-16,-1.956039750500219e-14,2.2922056826149414e-14,7.28300474360458e-15,-3.582469894879142e-14,5.406393494983811e-14,-3.712829100712948e-14,6.487204564224897e-15,7.103427181014111e-15,-2.2130063278553473e-14,3.5141165716603475e-14,-1.1680857550967363e-14,4.60989636863405e-15,4.6118487781142505e-15,-1.2758770759354116e-14,1.0066360680860753e-14,1.4354773196338404e-15,-5.820802780944421e-15,-6.7831270438946804e-15,-3.1482248763359624e-15,6.438928886812712e-15,1.7389158493223888e-16
-1.3150572159069016,0.320387885780328,1.7485917738534844,1.675886848295565,-8.039613665514059,4.357082308752648,-7.411074992866575,-3.531876795812034,2.533423266284677,5.3548490260858514,-1.8305744712106358,-0.8018609743618057,3.3391126640335145,-2.0607560943338643,0.8147392070213224,-0.16176129735667588,-0.04248069081340937,0.048249751172125904,-0.01915991418738451,0.0015231934441029748,0.0009297216294634144,-0.0007907578731889607,-0.0001610702979397511,3.010886633117279e-05,0.00012429615095143817,0.00012065423665281242,-2.6179906389468263e-05,-2.1247224203040616e-05,9.51506057834048e-06,-3.4166360861038474e-06,4.600192250278462e-07,4.737483743685534e-08,-1.932289224506614e-07,2.2639995207006552e-08,3.9293612555436094e-08,4.468636327453875e-09,1.6265243711026577e-09,-1.016473048959786e-09,1.3522827493482802e-09,-3.929238371205477e-10,-1.0576672347348231e-10,1.0922039961046163e-10,-9.702459351862375e-12,-7.82809461382477e-13,-9.506190724626234e-14,-3.295511827496612e-14,7.96089065780676e-14,-4.165356179442913e-14,-7.69364536694553e-14,-4.020880674680709e-14,4.4677814348966746e-14,-4.1589298356742367e-14,1.278308266046399e-13,-2.415065440127582e-14,7.95538039778e-14,-4.729085544755852e-14,-1.264972966214605e-13,6.53671099555033e-14,1.2643683618215934e-14,4.081575390255739e-15,1.1172060305237023e-14,-2.967089135237429e-14,3.8647424318865045e-14,-4.2252284826075685e-14,2.7271155068323837e-14,-9.80702161427293e-14,1.1623478414856303e-13,1.753731030546178e-14,4.849365801686035e-14,8.022089932239019e-15,-4.5505197278508024e-14,3.063434212280032e-15,5.8311981123824066e-15,-2.4824892207093047e-14,1.460176092120329e-14,1.3488215192660437e-14,-1.9557823066391883e-14,1.2704160925670548e-14,-1.3167492760559868e-14,-3.5108883026531185e-14,3.511122165280791e-14,4.50868945895103e-15,-3.2685330117766324e-14,3.7702704960955934e-14,-2.895013535285897e-14,9.51562869394059e-15,1.064212905639114e-14,-4.047977250247719e-14,6.37531373602425e-14,-3.2183770555648054e-14,1.2191323218789349e-14,1.3868526510103597e-14,-1.4436976807848968e-14,2.3341561200488304e-15,3.3579812706005523e-15,-4.334881977960997e-17,-1.0464621197665563e-14,-1.912862295837839e-15,4.674860625280842e-15,3.408828098152824e-16
7.147781825096014,-13.931994877910105,6.762202506259678,0.07804084723208644,5.511539887680603,-11.391670725207971,0.02466576748602533,-1.399196775248377,-5.385381998584605,0.3781184928428699,3.908425270023696,-0.33960501939139764,5.3645142532659555,-7.406882461104823,8.651279066920317,-3.3330409567802626,-2.041968537130324,2.056335324744005,-0.9151436716628435,0.08363129818368026,0.05287965750327796,-0.044879898272556666,-0.009183021082338993,0.0017104086285655018,0.007074882919009759,0.006869649741909164,-0.0014904735955055951,-0.0012099842648076572,0.0005418623557513447,-0.00019457878567699915,2.6198987105307248e-05,2.6981092753038383e-06,-1.1004833010214459e-05,1.289417534607727e-06,2.237864527724722e-06,2.544935168756378e-07,9.263518721743317e-08,-5.7893431129764775e-08,7.700991076241501e-08,-2.2374084177782173e-08,-6.022809317197751e-09,6.223697516950074e-09,-5.532796705027498e-10,-4.9134937208432385e-11,-4.84674885861182e-12,-2.2481286502620034e-13,2.3990750873820256e-13,-6.177386124003667e-14,-1.5788732618818395e-13,-4.1152538769609623e-14,8.966556586374836e-14,-4.063983386388212e-14,1.2762880490698433e-13,1.8903557515616518e-14,-2.8234300876800896e-14,-9.608782954968093e-14,-2.2172235511731422e-14,1.1027212765187774e-13,-4.3447649956361724e-14,1.384721763914161e-13,-1.063033917588596e-13,4.912251223020984e-14,-7.222010800139977e-14,5.0896329727848466e-14,-9.768986021406099e-15,-5.944123611842216e-14,1.2248917528357317e-13,-1.5375824018762948e-13,2.3780136881389313e-13,2.4795458065432793e-14,-6.48966570181916e-14,-7.13762777994737e-14,7.860871448071337e-14,1.9327626850317653e-14,-4.258577864047669e-14,-1.41980656545433e-15,-9.660543546226997e-15,5.902314138524337e-14,-9.933152423111486e-15,-6.854122760185593e-14,7.6745308788192e-14,-6.152563911640876e-14,1.1521554128941045e-14,1.957471241954924e-14,-1.6123446140402517e-14,-9.131291829925314e-15,2.5180751744256485e-14,-4.9483406102341096e-14,6.293987677249877e-14,-3.5741272274066345e-14,4.7464505061391415e-15,3.292901303651598e-14,-2.7535059551177933e-14,-2.4360089282932806e-15,1.1925113729099331e-14,2.206553685417582e-15,-1.2044969154483469e-14,-7.686302030011295e-15,4.325883489307449e-15,4.569058987199269e-15
