theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14,theta_15,theta_16,theta_17,theta_18,theta_19,theta_20,theta_21,theta_22,theta_23,theta_24,theta_25,theta_26,theta_27,theta_28,theta_29,theta_30,theta_31,theta_32,theta_33,theta_34,theta_35,theta_36,theta_37,theta_38,theta_39,theta_40,theta_41,theta_42,theta_43,theta_44,theta_45,theta_46,theta_47,theta_48,theta_49,theta_50,theta_51,theta_52,theta_53,theta_54,theta_55,theta_56,theta_57,theta_58,theta_59,theta_60,theta_61,theta_62,theta_63,theta_64,theta_65,theta_66,theta_67,theta_68,theta_69,theta_70,theta_71,theta_72,theta_73,theta_74,theta_75,theta_76,theta_77,theta_78,theta_79,theta_80,theta_81,theta_82,theta_83,theta_84,theta_85,theta_86,theta_87,theta_88,theta_89,theta_90,theta_91,theta_92,theta_93,theta_94,theta_95,theta_96,theta_97,theta_98,theta_99,theta_100
0.01179490362701143,1.7550938331575359,0.8085904154996972,1.5125219725278924,0.7915889673333839,2.0001688511333304,1.6473535169410212,2.00359776613146,0.22663792840726696,0.6917262011502077,1.0260794207715525,0.8703671643391334,0.16012439895383604,1.2208459873157058,0.06077497517799768,0.9216700532973635,1.1811900309032404,0.2910894779149758,1.5917654639946834,1.0301274709976935,0.8056946379317804,1.56633665332752,1.7038218873123068,1.4758459643274526,0.8702961426871242,0.02363580660925475,0.6511519752280268,1.4006003728752807,0.46416922746166317,1.6877841623012442,1.03373459575216,1.0925627823665451,2.049564698059973,1.8754284271803985,0.012796946855559694,0.7530396640332506,1.0670701947448837,0.8571369025522168,1.7200258822985421,0.866163029030585,0.45755064800714706,1.8538902495432081,0.10405358354905477,1.8713860346440359,0.2427825491769959,1.1213042598191634,0.21908449883037634,1.7474061802276275,0.1267357769283239,1.3834679648186572,0.04582149513299521,1.088755522657838,1.391515268964335,0.33089053195333473,0.05909527778337458,1.4672945267708584,0.08876479803450063,0.16567891624085654,0.4647279181335373,1.8686624248963457,1.7248233973221994,1.8867913629965338,0.5707939982583022,0.49138373454139045,1.816058770520779,0.5464884221723229,0.10763441163709361,1.7840102120395593,1.9390328950040763,0.8354798229288032,1.0982238313954222,1.2573785124401038,1.2945693081346876,0.5391475404537269,0.8321371719135704,0.9102722152678187,1.860337331102712,0.163815271662065,1.544743011718584,0.10178871634994,0.9172683928703315,1.1945131191172709,1.7183597001206394,1.7157389618771262,1.4976076231961175,1.9512891818042153,1.0381982471497626,0.7078773135306197,0.33083318467554,0.5142534480113455,1.8489587586733598,0.8166918304622365,0.5185630607770011,1.1829386691142671,0.7387022388342568,2.0733064030226243,1.9465259521595202,0.1707189025020919,1.7337396193910217,0.10111593673630483
0.007153425861207595,1.707025118319394,0.8048030327257559,1.5136471023263103,0.7910947362797629,2.0004238137244092,1.64732506040045,2.003608619070291,0.2266207557153688,0.6917253893048043,1.0260787521752632,0.8703671657885117,0.16012489388598725,1.2208457372886352,0.060775043835478305,0.9216700420730236,1.1811900281308592,0.2910894810877626,1.59176546274046,1.0301274710968364,0.8056946379922207,1.5663366532761105,1.7038218873018383,1.4758459643294095,0.8702961426952042,0.023635806617098496,0.6511519752263241,1.4006003728738998,0.46416922746228134,1.687784162301022,1.0337345957521902,1.0925627823665465,2.0495646980599576,1.8754284271804003,0.012796946855561939,0.7530396640332513,1.067070194744881,0.8571369025522159,1.7200258822985424,0.8661630290305844,0.45755064800714723,1.8538902495432081,0.10405358354905482,1.8713860346440359,0.24278254917699588,1.1213042598191667,0.21908449883037628,1.7474061802276273,0.12673577692832383,1.3834679648186572,0.04582149513299536,1.0887555226578376,1.3915152689643355,0.33089053195333445,0.0590952777833748,1.4672945267708584,0.08876479803450056,0.16567891624085662,0.4647279181335378,1.868662424896347,1.7248233973221991,1.8867913629965338,0.5707939982583005,0.4913837345413906,1.8160587705207778,0.5464884221723229,0.10763441163709359,1.7840102120395596,1.9390328950040772,0.8354798229288048,1.0982238313954222,1.2573785124401067,1.294569308134688,0.5391475404537269,0.8321371719135703,0.9102722152678185,1.860337331102712,0.16381527166206508,1.544743011718584,0.10178871634994012,0.9172683928703315,1.1945131191172709,1.7183597001206394,1.7157389618771246,1.4976076231961175,1.9512891818042153,1.0381982471497637,0.7078773135306204,0.33083318467554,0.5142534480113455,1.8489587586733598,0.8166918304622365,0.5185630607770011,1.1829386691142671,0.7387022388342568,2.0733064030226243,1.9465259521595202,0.1707189025020919,1.7337396193910217,0.10111593673630483
0.0013744045295130969,1.561003728559358,0.800464153141318,1.514801273775621,0.7905850813692414,2.000687169826843,1.6472956601807427,2.003619837587624,0.22660300200018485,0.6917245500073358,1.0260780609311153,0.8703671672875563,0.16012540558363975,1.2208454787919973,0.060775114818660055,0.9216700304684758,1.181190025264565,0.29108948436802373,1.5917654614437522,1.0301274711993371,0.8056946380547098,1.566336653222965,1.7038218872910051,1.4758459643314399,0.8702961427035574,0.0236358066252088,0.6511519752245664,1.400600372872474,0.46416922746291905,1.6877841623007928,1.0337345957522215,1.0925627823665498,2.0495646980599487,1.875428427180403,0.012796946855564305,0.7530396640332531,1.0670701947448815,0.8571369025522204,1.720025882298539,0.8661630290305831,0.45755064800714934,1.8538902495432052,0.10405358354905396,1.8713860346440319,0.2427825491769956,1.1213042598191645,0.21908449883037584,1.74740618022762,0.12673577692832366,1.383467964818654,0.04582149513299589,1.0887555226578367,1.391515268964337,0.3308905319533339,0.05909527778337514,1.4672945267708646,0.08876479803450064,0.16567891624085665,0.4647279181335374,1.8686624248963406,1.7248233973221971,1.8867913629965343,0.5707939982582988,0.4913837345413904,1.8160587705207791,0.5464884221723231,0.10763441163709349,1.7840102120395567,1.9390328950040787,0.8354798229288033,1.0982238313954225,1.257378512440103,1.2945693081346885,0.5391475404537306,0.832137171913568,0.9102722152678184,1.860337331102712,0.16381527166206522,1.544743011718584,0.10178871634994004,0.9172683928703311,1.1945131191172742,1.7183597001206394,1.7157389618771253,1.4976076231961175,1.9512891818042153,1.0381982471497624,0.70787731353062,0.3308331846755393,0.5142534480113455,1.8489587586733598,0.8166918304622331,0.5185630607770011,1.1829386691142671,0.7387022388342587,2.0733064030226243,1.9465259521595202,0.1707189025020919,1.7337396193910217,0.10111593673630483
0.02173862936345818,1.3069312772776132,0.816745722267736,1.5065092854326998,0.794199868247974,1.9988239875119131,1.6475037460066304,2.00354050827828,0.2267285076909456,0.6917304828329975,1.026082946667836,0.8703671566988286,0.1601217888935755,1.2208473058500038,0.06077461310820451,0.9216701124896921,1.1811900455235842,0.2910894611830667,1.591765470608914,1.030127470474873,0.8056946376130361,1.5663366535986398,1.7038218873675206,1.475845964317134,0.8702961426445095,0.0236358065678955,0.651151975237,1.4006003728825651,0.46416922745839967,1.6877841623024166,1.0337345957520028,1.0925627823665305,2.0495646980600366,1.875428427180393,0.012796946855546358,0.7530396640332472,1.0670701947448797,0.8571369025522242,1.7200258822985421,0.8661630290305802,0.4575506480071496,1.8538902495432088,0.104053583549053,1.871386034644035,0.2427825491769965,1.1213042598191656,0.21908449883037526,1.7474061802276253,0.12673577692832305,1.3834679648186574,0.04582149513299682,1.0887555226578352,1.3915152689643402,0.33089053195333284,0.05909527778337573,1.4672945267708573,0.0887647980345005,0.16567891624085734,0.4647279181335371,1.8686624248963488,1.7248233973221956,1.8867913629965343,0.5707939982583022,0.49138373454138984,1.8160587705207791,0.5464884221723234,0.10763441163709334,1.7840102120395611,1.9390328950040743,0.8354798229288033,1.098223831395422,1.2573785124401033,1.2945693081346887,0.5391475404537276,0.8321371719135691,0.910272215267818,1.860337331102712,0.1638152716620654,1.544743011718584,0.10178871634994016,0.9172683928703308,1.1945131191172713,1.7183597001206394,1.7157389618771248,1.4976076231961175,1.9512891818042153,1.0381982471497624,0.7078773135306198,0.3308331846755403,0.5142534480113455,1.8489587586733598,0.8166918304622369,0.5185630607770008,1.1829386691142671,0.7387022388342573,2.0733064030226243,1.9465259521595202,0.1707189025020919,1.7337396193910217,0.1011159367363048
0.1376508853770609,0.8968931681448579,0.8913447125186995,1.4520783850217969,0.8198460126696477,1.9850142324897062,1.6491004372493965,2.0029256538888296,0.22770308208319037,0.6917763497210965,1.0261207544895115,0.8703670739202011,0.16009380183229846,1.2208614439434613,0.060770730914407614,0.9216707471538368,1.1811902022833793,0.2910892817829523,1.5917655415269287,1.0301274648691319,0.8056946341954967,1.5663366565055676,1.7038218879595473,1.4758459642064545,0.8702961421876201,0.023635806124403854,0.6511519753332274,1.4006003729606658,0.464169227423425,1.6877841623149787,1.0337345957503083,1.0925627823663593,2.049564698060743,1.8754284271803083,0.012796946855402903,0.7530396640332288,1.0670701947448729,0.8571369025522297,1.7200258822985415,0.8661630290305777,0.45755064800715284,1.853890249543208,0.10405358354905206,1.871386034644035,0.24278254917699593,1.1213042598191694,0.21908449883037476,1.7474061802276188,0.12673577692832177,1.3834679648186585,0.045821495132999115,1.0887555226578325,1.3915152689643497,0.3308905319533322,0.05909527778337557,1.4672945267708544,0.08876479803450076,0.16567891624085795,0.4647279181335369,1.8686624248963501,1.7248233973221916,1.8867913629965343,0.5707939982583021,0.4913837345413893,1.8160587705207791,0.5464884221723219,0.10763441163709309,1.7840102120395598,1.9390328950040772,0.8354798229288033,1.0982238313954238,1.257378512440103,1.2945693081346887,0.5391475404537291,0.8321371719135697,0.9102722152678185,1.860337331102712,0.16381527166206536,1.544743011718584,0.10178871634994006,0.9172683928703308,1.1945131191172713,1.7183597001206394,1.7157389618771248,1.4976076231961175,1.9512891818042153,1.0381982471497624,0.7078773135306193,0.33083318467554046,0.5142534480113455,1.8489587586733598,0.8166918304622369,0.5185630607770005,1.1829386691142671,0.7387022388342573,2.0733064030226243,1.9465259521595202,0.1707189025020919,1.7337396193910217,0.10111593673630476
0.5369390293334435,0.27415087221054435,0.9377050099376308,1.1204325656172247,1.037254343093792,1.8276429567482095,1.6724649085072616,1.992589628798717,0.2445581846041042,0.6925138097960102,1.0267379147651332,0.8703655120231009,0.1596370437048853,1.2210921212210961,0.06070742139655458,0.9216810947369858,1.1811927579633288,0.2910863569759528,1.5917666977176843,1.0301273734780447,0.8056945784789982,1.5663367038975096,1.703821897611453,1.4758459624020244,0.8702961347389552,0.023635798894068496,0.6511519769020916,1.4006003742339235,0.46416922685322637,1.6877841625197212,1.033734595722743,1.0925627823635198,2.0495646980723263,1.87542842717895,0.012796946853047421,0.7530396640329621,1.0670701947447752,0.8571369025522938,1.7200258822984602,0.8661630290305965,0.4575506480071628,1.8538902495432,0.10405358354905139,1.8713860346440365,0.24278254917699627,1.1213042598191676,0.21908449883037548,1.7474061802276215,0.12673577692832,1.383467964818659,0.04582149513300258,1.088755522657824,1.391515268964353,0.3308905319533338,0.05909527778337232,1.4672945267708533,0.08876479803450164,0.16567891624085962,0.4647279181335354,1.8686624248963493,1.7248233973221967,1.8867913629965327,0.5707939982583021,0.4913837345413876,1.8160587705207791,0.546488422172325,0.10763441163709309,1.784010212039565,1.9390328950040714,0.8354798229288033,1.0982238313954213,1.2573785124401058,1.294569308134688,0.5391475404537284,0.8321371719135687,0.9102722152678169,1.860337331102712,0.16381527166206536,1.5447430117185839,0.1017887163499401,0.9172683928703304,1.1945131191172722,1.7183597001206394,1.7157389618771255,1.497607623196116,1.9512891818042153,1.0381982471497624,0.7078773135306186,0.33083318467554107,0.5142534480113455,1.8489587586733598,0.8166918304622369,0.5185630607770005,1.1829386691142671,0.7387022388342573,2.0733064030226243,1.9465259521595202,0.1707189025020919,1.7337396193910217,0.10111593673630476
0.7684248895227407,0.3281035836062364,0.5534381862600201,0.6515322804740906,1.5273770694445499,1.2342884394055045,1.7436939630754364,1.8805873650361795,0.44943784447952323,0.6957153194777328,1.0289144249577848,0.870362920149443,0.1580279901051644,1.2219042760373853,0.060484333643500726,0.9217175786510945,1.1812017711456801,0.29107604239434953,1.5917707751321069,1.0301270511770875,0.8056943819874894,1.5663368710313512,1.7038219316501595,1.475845956038453,0.870296108470271,0.02363577339533824,0.6511519824348981,1.4006003787242238,0.4641692248423482,1.6877841632417816,1.033734595625528,1.0925627823535036,2.0495646981131754,1.875428427174149,0.012796946844742618,0.7530396640320195,1.0670701947444328,0.857136902552508,1.720025882298179,0.8661630290306752,0.45755064800718925,1.8538902495431724,0.10405358354905016,1.871386034644037,0.24278254917699923,1.1213042598191638,0.21908449883038114,1.7474061802276202,0.12673577692831542,1.383467964818659,0.04582149513300509,1.0887555226578163,1.3915152689643644,0.3308905319533413,0.059095277783365305,1.4672945267708477,0.08876479803450397,0.16567891624086045,0.464727918133534,1.8686624248963484,1.7248233973222031,1.8867913629965307,0.5707939982583038,0.49138373454138395,1.8160587705207798,0.5464884221723247,0.10763441163709592,1.7840102120395633,1.9390328950040694,0.8354798229288016,1.0982238313954218,1.2573785124401058,1.294569308134688,0.5391475404537275,0.832137171913568,0.9102722152678173,1.860337331102712,0.16381527166206528,1.5447430117185839,0.10178871634993994,0.91726839287033,1.1945131191172738,1.7183597001206394,1.7157389618771286,1.497607623196112,1.9512891818042153,1.0381982471497624,0.7078773135306169,0.3308331846755438,0.5142534480113473,1.848958758673362,0.8166918304622368,0.5185630607770005,1.1829386691142671,0.7387022388342573,2.0733064030226243,1.9465259521595202,0.17071890250209187,1.7337396193910217,0.10111593673630473
0.5810176048019545,0.8929516824775764,0.1711184796999352,0.45102956925244003,1.433913997049622,0.8274264556720157,1.620476552970038,1.5755820307841135,0.9136429578674612,0.7044866031451867,0.9955799015618042,0.8701220556899392,0.18354953852102962,1.2088759651774674,0.06412172375248652,0.9211187194333524,1.1810536314008968,0.2912455509336982,1.5917037584419331,1.030132349397329,0.8056976121280335,1.5663341235074952,1.7038213720836397,1.475846060650039,0.8702965403035692,0.02363619257182304,0.6511518914805506,1.4006003049076676,0.46416925789932145,1.6877841513718104,1.0337345972237106,1.0925627825180935,2.049564697441884,1.8754284272527748,0.01279694698124834,0.7530396640475518,1.0670701947500878,0.8571369025489795,1.7200258823028787,0.8661630290293054,0.45755064800682155,1.8538902495435516,0.10405358354901337,1.871386034644048,0.24278254917700445,1.1213042598191532,0.2190844988303916,1.7474061802276182,0.12673577692830668,1.383467964818659,0.045821495133008996,1.088755522657804,1.3915152689643793,0.3308905319533446,0.05909527778336475,1.467294526770842,0.08876479803449885,0.16567891624086728,0.4647279181335299,1.8686624248963455,1.724823397322212,1.886791362996524,0.5707939982583062,0.4913837345413798,1.8160587705207802,0.5464884221723234,0.10763441163709941,1.7840102120395702,1.9390328950040698,0.8354798229288004,1.0982238313954216,1.2573785124401058,1.2945693081346874,0.53914754045373,0.8321371719135678,0.9102722152678189,1.860337331102711,0.16381527166206414,1.5447430117185836,0.10178871634993877,0.9172683928703311,1.1945131191172742,1.7183597001206348,1.7157389618771333,1.4976076231961108,1.9512891818042153,1.0381982471497624,0.7078773135306149,0.33083318467554546,0.5142534480113449,1.8489587586733605,0.8166918304622368,0.5185630607769994,1.1829386691142674,0.7387022388342573,2.0733064030226243,1.9465259521595202,0.1707189025020915,1.7337396193910217,0.10111593673630477
0.39810874571415356,1.1495262091976763,0.1951626961468129,0.39471480968971506,0.8728313108234376,0.8875718409362958,1.2047383618133503,1.0778183103752035,1.4491369008593318,0.9659295851490911,0.8422906462312821,0.8443874782488787,0.35688818393866006,1.1106850603007756,0.09756544640682753,0.9150023457952188,1.1794923412652196,0.29302522072615284,1.5909985468491208,1.0301882631115362,0.8057317211902025,1.5663051117052273,1.7038154630467452,1.4758471652868477,0.8703011003550378,0.023640618992215427,0.651150931021803,1.400599525416893,0.46416960697559695,1.6877840260267538,1.0337346141002866,1.0925627842561172,2.049564690352957,1.875428428083349,0.012796948422794689,0.7530396642114973,1.0670701948097616,0.8571369025116921,1.720025882352493,0.8661630290148848,0.45755064800294315,1.8538902495475589,0.10405358354865608,1.8713860346440265,0.24278254917700273,1.1213042598191514,0.21908449883040193,1.7474061802276184,0.1267357769282988,1.3834679648186563,0.04582149513301205,1.0887555226577987,1.391515268964394,0.33089053195334855,0.05909527778336638,1.467294526770838,0.08876479803448734,0.16567891624087724,0.4647279181335284,1.8686624248963395,1.7248233973222162,1.8867913629965178,0.5707939982583096,0.49138373454137574,1.8160587705207767,0.5464884221723163,0.10763441163710825,1.7840102120395733,1.9390328950040756,0.8354798229287996,1.0982238313954191,1.2573785124401062,1.294569308134687,0.5391475404537293,0.8321371719135671,0.9102722152678195,1.8603373311027076,0.16381527166206397,1.5447430117185836,0.10178871634993655,0.9172683928703337,1.1945131191172749,1.7183597001206332,1.7157389618771388,1.497607623196104,1.9512891818042157,1.038198247149763,0.707877313530612,0.3308331846755496,0.5142534480113437,1.8489587586733605,0.8166918304622393,0.5185630607769968,1.1829386691142674,0.7387022388342573,2.0733064030226243,1.9465259521595202,0.17071890250209057,1.7337396193910217,0.10111593673630484
0.541698811593982,0.5154973014634702,0.7590900138522286,0.6244246468153769,0.36331521106643333,0.9047750619093503,0.5559261940359655,0.988099526448143,1.1297179056806965,1.471874585785649,0.9166736695498312,0.683656601766622,0.9220755038013179,0.6188600623391184,0.45813721555613074,0.8024930766243,1.1322016638103372,0.34301180482420707,1.5699439983633936,1.03199115337728,0.806852371309337,1.565353002644995,1.7036210816414754,1.4758834344598917,0.8704509776201583,0.023786126740698816,0.6511193597012734,1.4005738989635186,0.46418108316500695,1.6877799051022437,1.0337351689531702,1.0925628413975577,2.0495644572887257,1.8754284553910598,0.01279699581706063,0.7530396696012598,1.0670701967716212,0.8571369012856074,1.7200258839834401,0.8661630285410296,0.45755064787539573,1.8538902496793603,0.10405358353693704,1.8713860346429931,0.24278254917690065,1.1213042598191352,0.21908449883041503,1.7474061802276124,0.12673577692828747,1.3834679648186528,0.045821495133022055,1.0887555226577854,1.39151526896441,0.33089053195334733,0.05909527778336955,1.4672945267708266,0.08876479803447639,0.1656789162408885,0.46472791813352615,1.8686624248963508,1.7248233973222125,1.8867913629965227,0.5707939982583077,0.49138373454137685,1.816058770520784,0.5464884221723075,0.10763441163711884,1.7840102120395689,1.939032895004084,0.8354798229288003,1.0982238313954134,1.2573785124401018,1.294569308134693,0.5391475404537278,0.8321371719135683,0.9102722152678216,1.8603373311027072,0.16381527166206616,1.5447430117185812,0.10178871634993221,0.9172683928703388,1.1945131191172729,1.7183597001206288,1.7157389618771415,1.4976076231961035,1.9512891818042157,1.038198247149763,0.7078773135306083,0.3308331846755563,0.5142534480113393,1.8489587586733605,0.8166918304622405,0.5185630607769969,1.1829386691142674,0.7387022388342573,2.0733064030226243,1.9465259521595202,0.17071890250209093,1.7337396193910217,0.10111593673630496
